route,inter_point
route 30,Observatory Hill Environmental Education Centre
route 30,Observatory Hill Environmental Education Centre
route 30,Bradfield Highway
route 30,Argyle Street
route 30,Bradfield Highway
route 30,Sydney Harbour Bridge
route 30,Sydney Harbour Bridge - Pylon
route 30,Platform 1+2
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Falcon Street
route 30,Ernest Street Exit
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Warringah Freeway
route 30,Gore Hill Freeway
route 30,Gore Hill Freeway
route 30,1061
route 30,Gore Hill Freeway
route 30,Lane Cove Tunnel
route 30,Gore Hill Freeway Onramp
route 30,Pacific Highway
route 30,Lane Cove Tunnel Onramp
route 30,Epping Road
route 30,Lane Cove Tunnel
route 30,Lane Cove Tunnel
route 30,Sam Johnson Way
route 30,57
route 30,Epping Road
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,44
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,M2 Hills Motorway
route 30,Beecroft Road Offramp
route 30,Beecroft Road
route 30,Beecroft Road
route 30,225A
route 30,215
route 30,2/202
route 30,190
route 30,172
route 30,Cheltenham Girls' High School
route 30,129
route 30,Welham St
route 30,Mary Street
route 30,70
route 30,61
route 30,29
route 30,Beecroft Road
route 30,2
route 31,Cahill Expressway
route 31,176
route 31,Anchor House
route 31,Citibank
route 31,Museum of Sydney
route 31,Sofitel Wentworth Hotel
route 31,Stand C
route 31,St James Centre
route 31,Westfield Sydney Central Plaza
route 31,46 Market Street
route 31,CC of S DMR
route 31,Western Distributor Onramp
route 31,Western Distributor Onramp
route 31,Western Distributor
route 31,Western Distributor Onramp
route 31,Darling Quarter Playground
route 31,International Convention Centre Sydney
route 31,Western Distributor
route 31,Western Distributor
route 31,Purgatory
route 31,Western Distributor
route 31,Anzac Bridge
route 31,Anzac Bridge
route 31,M4-M5 Link
route 31,Victoria Road
route 31,The Crescent
route 31,City West Link
route 31,City West Link
route 31,City West Link
route 31,City West Link
route 31,City West Link
route 31,Norton Street
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,Dobroyd Parade
route 31,TS2501
route 31,Parramatta Road
route 31,M4 East Tunnel Onramp
route 31,M4 East Tunnel Onramp
route 31,M4 East Tunnel Onramp
route 31,Scott Street
route 31,Cheltenham Road
route 31,Webbs Lane
route 31,M4 East Tunnel
route 31,Alexandra Street
route 31,M4 East Tunnel
route 31,Carrington Lane
route 31,Aldi
route 31,84
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway Onramp
route 31,Good Street
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 31,Burnett Street Offramp
route 31,Burnett Street
route 31,Western Motorway Onramp
route 31,Western Motorway
route 31,Western Motorway
route 31,Western Motorway
route 32,Cahill Expressway
route 32,Western Distributor
route 32,Bradfield Highway Onramp
route 32,Grosvenor Street
route 32,The York
route 32,33-35A
route 32,Reid House
route 32,St Martins Tower
route 32,Western Distributor Onramp
route 32,Western Distributor Onramp
route 32,Druitt Terrace
route 32,Western Distributor Onramp
route 32,Darling Quarter Playground
route 32,International Convention Centre Sydney
route 32,Western Distributor
route 32,Western Distributor
route 32,Purgatory
route 32,Western Distributor
route 32,Blackwattle Bay Marine
route 32,Anzac Bridge
route 32,ANZAC memorial statue (New Zealand)
route 32,The Crescent
route 32,The Crescent
route 32,City West Link
route 32,City West Link
route 32,Lilyfield Depot
route 32,City West Link
route 32,City West Link
route 32,City West Link
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,Dobroyd Parade
route 32,M4 East Tunnel Onramp
route 32,WestConnex (M4-M5 Link) Ventilation Stack
route 32,Bunnings Warehouse
route 32,M4 East Tunnel Onramp
route 32,18-20
route 32,M4 East Tunnel Onramp
route 32,St Joseph's Maronite Church
route 32,Luke Avenue
route 32,Concord Road Offramp
route 32,Concord Road Offramp
route 32,Concord Road Offramp
route 32,76
route 32,Concord Road Offramp
route 32,Concord Road Offramp
route 32,Concord Road Offramp
route 33,East Dome
route 33,Observatory Hill Environmental Education Centre
route 33,Observatory Hill Environmental Education Centre
route 33,Observatory Hill Environmental Education Centre
route 33,Bradfield Highway
route 33,Argyle Street
route 33,Bradfield Highway
route 33,Sydney Harbour Bridge
route 33,Sydney Harbour Bridge - Pylon
route 33,Platform 1+2
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Falcon Street
route 33,Ernest Street Exit
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Warringah Freeway
route 33,Gore Hill Freeway
route 33,Gore Hill Freeway
route 33,1061
route 33,Gore Hill Freeway
route 33,Lane Cove Tunnel
route 33,Gore Hill Freeway Onramp
route 33,Pacific Highway
route 33,Lane Cove Tunnel Onramp
route 33,Epping Road
route 33,Lane Cove Tunnel
route 33,Lane Cove Tunnel
route 33,Sam Johnson Way
route 33,57
route 33,Epping Road
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,44
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,22
route 33,M2 Hills Motorway
route 33,20
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,M2 Hills Motorway
route 33,Bidjigal Reserve
route 33,Windsor Road Offramp
route 33,Windsor Road and M2
route 33,Russell Street
route 33,The WIllows Retirement Village
route 33,Rifle Range Road
route 33,209A
route 33,Windermere Avenue
route 33,Windsor Road near Churchill Drive
route 33,Windsor Road opposite Anderson Road
route 33,Windsor Road near Fletcher Street
route 33,86
route 33,Windsor Road
route 33,Northmead
route 33,Officeworks
route 33,James Ruse Drive
route 33,Briens Road
route 33,Briens Road
route 33,Old Windsor Road
route 33,Old Windsor Road
route 33,Hart Drive
route 33,Hart Drive
route 33,Hart Drive
route 33,Hart Drive
route 33,Hart Drive
route 33,Emert Street
route 33,Wentworthville Leagues Bowling Club
route 33,Emert Street
route 33,Ibis Budget
route 33,Jersey Road
route 33,Jersey Road
route 33,Jersey Road
route 33,Jersey Road
route 33,Betts Road
route 33,Betts Road
route 33,Betts Road
route 33,Warren Road
route 33,Warren Road
route 33,Warren Road
route 33,Warren Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Coles Express
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Fairfield West
route 33,Fairfield West
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,7-Eleven
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,Smithfield Road
route 33,St. Narsai Assyrian Christian College
route 33,Smithfield Road
route 33,Parkside Church
route 33,McCafe
route 33,Smithfield Road
route 33,Caltex
route 33,Elizabeth Drive
route 33,Elizabeth Drive
route 34,Observatory Hill Environmental Education Centre
route 34,Observatory Hill Environmental Education Centre
route 34,Cahill Expressway
route 34,Bradfield Highway
route 34,Bradfield Highway
route 34,Sydney Harbour Bridge
route 34,Bradfield Highway
route 34,Platform 1+2
route 34,Pacific Highway
route 34,Warringah Freeway
route 34,Warringah Freeway
route 34,Warringah Freeway
route 34,Bon Andrews Oval
route 34,Warringah Freeway
route 34,1057
route 34,Miller Street
route 34,Warringah Freeway
route 34,Warringah Freeway
route 34,Warringah Freeway
route 34,Gore Hill Freeway
route 34,Gore Hill Freeway
route 34,Gore Hill Freeway
route 34,Lane Cove Tunnel
route 34,Lane Cove Tunnel
route 34,Lane Cove Tunnel Onramp
route 34,26
route 34,1A
route 34,Lane Cove Tunnel
route 34,Lane Cove Tunnel
route 34,Epping Road
route 34,Lane Cove Tunnel
route 34,Possum's Corner Childcare
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,Delhi Road
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,20
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway Onramp
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Commuter Carpark
route 34,Bidjigal Reserve
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,M2 Hills Motorway
route 34,Gooden Reserve
route 34,Big W
route 34,M2 Hills Motorway
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,68S1
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,53S1
route 34,52S1
route 34,Westlink M7
route 34,50S1
route 34,Blacktown International Sportspark
route 34,Blacktown International Sportspark
route 34,Wanderers Centre of Football
route 34,Wanderers Centre of Football
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7 Onramp Northbound
route 34,Westlink M7
route 34,40S1
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,32S1
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7
route 34,Westlink M7 Onramp
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Cecil Park
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 34,BP
route 34,Elizabeth Drive
route 34,Elizabeth Drive
route 35,Observatory Hill Environmental Education Centre
route 35,Bradfield Highway
route 35,Bradfield Highway
route 35,Sydney Harbour Bridge
route 35,Sydney Harbour Bridge
route 35,Bradfield Highway
route 35,Sydney Harbour Tunnel Northbound
route 35,Lavender Street Off Ramp
route 35,Alfred Street South
route 35,Curve Restaurant
route 35,Kimberley Clark House
route 35,Fitzroy Street
route 35,Batch Burgers & Espresso
route 35,Broughton Street
route 35,Victoria Cross
route 35,James Milson
route 35,49-51
route 35,Cahill Expressway Onramp
route 35,Cahill Expressway
route 35,Cahill Expressway
route 35,Sydney Harbour Bridge Aproach - Pylon
route 35,Sydney Harbour Bridge
route 35,Sydney Harbour Bridge - south Pylons
route 35,Bradfield Highway
route 35,Cahill Expressway
route 35,Cahill Expressway
route 35,Circular Quay
route 35,Cahill Expressway Lookout
route 35,Cahill Expressway
route 35,Rose Garden
route 35,Royal Botanic Garden
route 35,Cahill Expressway
route 35,Cahill Expressway
route 35,Eastern Distributor
route 35,Eastern Distributor
route 35,Eastern Distributor Offramp
route 35,Wisdom Lane
route 35,Eastern Distributor
route 35,Eastern Distributor
route 35,Vine Church
route 35,Eastern Distributor
route 35,South Dowling Street
route 35,Eastern Distributor
route 35,Eastern Distributor
route 35,Eastern Distributor
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,Southern Cross Drive
route 35,General Holmes Drive
route 35,General Holmes Drive
route 35,General Holmes Drive
route 35,M5 Motorway
route 35,Kyeemagh Avenue
route 35,M5 Motorway
route 35,M5 Motorway
route 35,TP-42-C
route 35,M5 East Tunnel
route 35,Princes Highway
route 35,Macedonian Community Child Care Centre
route 35,Arncliffe Park Amenities
route 35,Bardwell Valley
route 35,Bardwell Valley Golf Course
route 35,M5 East Tunnel
route 35,M5 East Tunnel
route 35,M5 Motorway Onramp
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,Fairford Road
route 35,8
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,South Western Motorway
route 35,M5 Motorway
route 35,M5 Motorway
route 35,South Western Motorway
route 35,M5 Motorway
route 35,South Western Motorway
route 35,26
route 35,Moorebank Avenue Offramp
route 35,South Western Motorway
route 35,South Western Motorway
route 35,South Western Motorway
route 35,91
route 35,93
route 35,South Western Motorway
route 35,Westlink M7 Onramp
