the_geom,station_id,full_name,name,road_name,common_road_name,secondary_name,suburb,post_code,lga,rms_region,distance_to_intersection,intersection,road_number,link_number,mab_identifier,device_type,permanent_station,vehicle_classifier,road_on_type,road_classification_type,road_classification_admin,wgs84_latitude,wgs84_longitude
0101000020E6100000368FC360FE206340465ED6C402D73CC0,04164,"Summerland Way, West of Hillcrest Lane",Summerland Way,Summerland Way,Queensland Road,West of Hillcrest Lane,Casino,2470,Richmond Valley,Northern,60,Hillcrest Lane,0000083,0330,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-28.839886,153.031052
0101000020E6100000BD3786006021634040DAFF006BE13CC0,04165,"Summerland Way, South of Griffiths Avenue",Summerland Way,Summerland Way,Summerland Way,South of Griffiths Avenue,Casino,2470,Richmond Valley,Northern,90,Griffiths Avenue,0000083,0210,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-28.880539,153.042969
0101000020E6100000BB0A293FA9336340DDB419A721AA3CC0,04167,"Bangalow Road, South of Ironbark Avenue",Bangalow Road,Bangalow Road,Bangalow Road,South of Ironbark Avenue,Byron Bay,2481,Byron,Northern,120,Ironbark Avenue,0000545,0091,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Regional,-28.664576,153.614410
0101000020E6100000F9DB9E20312263404432E4D87AEA3DC0,04168,"Pacific Highway, South of Luthers Road",Pacific Highway,Pacific Highway,Pacific Highway,South of Luthers Road,Halfway Creek,2460,Clarence Valley,Northern,90,Luthers Road,0000010,2650,A1,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Highway,State,-29.915937,153.068497
0101000020E6100000E869C020E91D6340D9E89C9FE29C3DC0,04170,"Summerland Way, South of Red Lane",Summerland Way,Summerland Way,Summerland Way,South of Red Lane,Koolkhan,2460,Clarence Valley,Northern,180,Red Lane,0000083,0130,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-29.612833,152.934708
0101000020E61000003BAA9A20EA1D634032772D211FC43DC0,04185,"Orara Way, South of Armidale Road",Orara Way,Orara Way,Orara Way,South of Armidale Road,Braunstone,2460,Clarence Valley,Northern,670,Armidale Road,0000151,0130,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Regional,-29.766100,152.934830
0101000020E6100000B610E4A004206340ED2DE57CB1A33CC0,04197,"Summerland Way, South of Boorabee Street",Summerland Way,Summerland Way,Summerland Way,South of Boorabee Street,Kyogle,2474,Kyogle,Northern,60,Boorabee Street,0000083,0360,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-28.639427,153.000565
0101000020E61000003DB9A640E61E634021E7FD7F9C843CC0,04199,"Summerland Way, South of Kunghur Street",Summerland Way,Summerland Way,Summerland Way,South of Kunghur Street,Wiangaree,2474,Kyogle,Northern,540,Kunghur Street,0000083,0410,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-28.518013,152.965607
0101000020E6100000CFBBB1A0B02463409FB0C403CACA3CC0,04201,"Kyogle Road, East of Bentley Road",Kyogle Road,Kyogle Road,Bentley Road,East of Bentley Road,Fernside,2480,Lismore,Northern,20,Bentley Road,0000544,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.792145,153.146561
0101000020E61000008EEA74206B2963400403081F4A283DC0,04233,"Pacific Highway, West of Swan Bay-New Italy Road",Pacific Highway,Pacific Highway,Pacific Highway,West of Swan Bay-New Italy Road,New Italy,2472,Richmond Valley,Northern,690,Swan Bay-New Italy Road,0000010,2950,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.157381,153.294327
0101000020E6100000A1681EC0A223634021CCED5EEE4B3EC0,04249,"Grafton Street, North of Park Avenue Lane",Grafton Street,Grafton Street,Grafton Street,North of Park Avenue Lane,Coffs Harbour,2450,Coffs Harbour,Northern,10,Park Avenue Lane,0000010,2510,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-30.296606,153.113617
0101000020E610000021EA3E00A923634019AE0E80B84B3EC0,04250,"Grafton Street, West of Vernon Street",Grafton Street,Grafton Street,Grafton Street,West of Vernon Street,Coffs Harbour,2450,Coffs Harbour,Northern,30,Vernon Street,0000010,2520,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-30.295784,153.114380
0101000020E6100000F4A5B73F17266340F14BFDBCA91C3EC0,04251,"Solitary Islands Way, South of Knox Street",Solitary Islands Way,Solitary Islands Way,Pacific Highway,South of Knox Street,Woolgoolga,2456,Coffs Harbour,Northern,100,Knox Street,0000010,2600,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-30.111965,153.190338
0101000020E61000009B38B9DF211E6340E89FE06245B53DC0,04254,"Schwinghammer Street, South of Charles Street",Schwinghammer Street,Schwinghammer Street,Pacific Highway,South of Charles Street,South Grafton,2460,Clarence Valley,Northern,70,Charles Street,0000010,2700,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.708090,152.941635
0101000020E6100000E73922DF251E6340D1B2EE1F0BB53DC0,04255,"Charles Street, West of Spring Street",Charles Street,Charles Street,Charles Street,West of Spring Street,South Grafton,2460,Clarence Valley,Northern,40,Spring Street,0000010,2740,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Street,State,-29.707201,152.942123
0101000020E6100000730F09DFFB2A63406B813D2652123DC0,04261,"River Street, West of Duke Street",River Street,River Street,River Street,West of Duke Street,Woodburn,2472,Richmond Valley,Northern,80,Duke Street,0000010,3020,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-29.071566,153.343246
0101000020E6100000C24F1C40BF2F63407AC4E8B985DE3CC0,04264,"Pacific Highway, West of Pimlico Road",Pacific Highway,Pacific Highway,Pacific Highway,West of Pimlico Road,Pimlico,2478,Ballina,Northern,540,Pimlico Road,0000010,3090,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.869228,153.492096
0101000020E6100000C64FE3DE7C316340A88C7F9F718D3CC0,04270,"Old Pacific Highway, South of Access Road",Old Pacific Highway,Old Pacific Highway,"Brunswick Valley.brunswick Sth Interchange To Brunswick Nth Interchange, Brunswick",South of Access Road,Brunswick Heads,2483,Byron,Northern,110,Access Road,0000689,0030,NULL,Trafficorder Loop Counter,1,0,OnGround,Way,Regional,-28.552515,153.546493
0101000020E6100000A471A8DF051E63400C022B8716B53DC0,04276,"Ryan Street, East of Bligh Street",Ryan Street,Ryan Street,Charles Street,East of Bligh Street,South Grafton,2460,Clarence Valley,Northern,70,Bligh Street,0000012,0110,B76,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-29.707375,152.938217
0101000020E61000007C6308008E19634003B2D7BB3FA63DC0,04277,"Gwydir Highway, North of Bristol Arms Road",Gwydir Highway,Gwydir Highway,Gwydir Highway,North of Bristol Arms Road,Ramornie,2460,Clarence Valley,Northern,880,Bristol Arms Road,0000012,0150,B76,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Highway,State,-29.649410,152.798584
0101000020E610000086AB0320EE2863405DFE43FAEDCF3CC0,04283,"Dawson Street, South of Hampton Street",Dawson Street,Dawson Street,Dawson Street,South of Hampton Street,Lismore,2480,Lismore,Northern,40,Hampton Street,0000065,0011,B62,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-28.812225,153.279068
0101000020E61000007F87A2409F286340EF02250516D03CC0,04286,"Elliott Road, West of Victoria Street",Elliott Road,Elliott Road,Bruxner Highway,West of Victoria Street,East Lismore,2480,Lismore,Northern,110,Victoria Street,0000016,0185,B60,Trafficorder Tube Axlepair Counter,0,0,OnBridge,Highway,State,-28.812836,153.269440
0101000020E6100000D7DF12807F1363406669A7E672633CC0,04296,"Unumgar Street, West of Roseberry Street",Unumgar Street,Unumgar Street,Unumgar Street,West of Roseberry Street,Woodenbong,2476,Kyogle,Northern,30,Roseberry Street,0000622,0180,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-28.388472,152.609314
0101000020E61000000E6954E064166340CCD4247843563CC0,04298,"Summerland Way, West of Mount Lindesay Road",Summerland Way,Summerland Way,Summerland Way,West of Mount Lindesay Road,Dairy Flat,2474,Kyogle,Northern,250,Mount Lindesay Road,0000083,0450,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Way,State,-28.336967,152.699814
0101000020E6100000514CDE00B3306340F030ED9BFBAF3CC0,04301,"Lismore Road, East of Robinson Street",Lismore Road,Lismore Road,Lismore - Bangalow Road,East of Robinson Street,Bangalow,2479,Byron,Northern,10,Robinson Street,0000065,0102,B62,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-28.687433,153.521851
0101000020E61000001EC6A4BF172963407EE19524CFCD3CC0,04303,"Dawson Street, North of Leycester Street",Dawson Street,Dawson Street,Dawson Street,North of Leycester Street,Lismore,2480,Lismore,Northern,100,Leycester Street,0000065,0021,B62,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-28.803942,153.284149
0101000020E610000077483140A21D6340317A6EA12BC53DC0,04307,"Armidale Road, South of Orara Way",Armidale Road,Armidale Road,Armidale Road,South of Orara Way,Elland,2460,Clarence Valley,Northern,980,Orara Way,0000074,0095,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-29.770197,152.926056
0101000020E6100000C66D3480371E6340253E7782FD773EC0,04311,"Waterfall Way, East of Tyson Street",Waterfall Way,Waterfall Way,Waterfall Way,East of Tyson Street,Fernmount,2454,Bellingen,Northern,220,Tyson Street,0000076,0011,B78,Trafficorder Dual Tube Classifier,0,1,OnGround,Way,State,-30.468712,152.944275
0101000020E6100000B4E386DF4D196340B7B6F0BC546C3EC0,04315,"Waterfall Way, East of Darkwood Road",Waterfall Way,Waterfall Way,Waterfall Way,East of Darkwood Road,Thora,2454,Bellingen,Northern,1200,Darkwood Road,0000076,0050,B78,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-30.423168,152.790756
0101000020E610000045D4449F0F1E634080457EFD10AF3DC0,04327,"Prince Street, North of Bawden Street",Prince Street,Prince Street,Prince Street,North of Bawden Street,Grafton,2460,Clarence Valley,Northern,20,Bawden Street,0000083,0070,B91,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-29.683853,152.939407
0101000020E6100000A46E675FF91D6340CE33F6251BAB3DC0,04331,"Summerland Way, North of Turf Street",Summerland Way,Summerland Way,Richmond Road,North of Turf Street,Grafton,2460,Clarence Valley,Northern,40,Turf Street,0000083,0110,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-29.668383,152.936691
0101000020E6100000B1DD3D4077216340CDACA580B4DB3CC0,04338,"Johnston Street, East of West Street",Johnston Street,Johnston Street,Johnston Street,East of West Street,Casino,2470,Richmond Valley,Northern,80,West Street,0000083,0301,B91,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-28.858223,153.045807
0101000020E6100000A46E675FF91F6340D13C80457EAD3CC0,04341,"Summerland Way, North of Omagh Road",Summerland Way,Summerland Way,Summerland Way,North of Omagh Road,Cedar Point,2474,Kyogle,Northern,90,Omagh Road,0000083,0360,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-28.677708,152.999191
0101000020E6100000A3772AE01E206340BA68C878949E3CC0,04342,"Summerland Way, North of Geneva Street",Summerland Way,Summerland Way,Summerland Way,North of Geneva Street,Kyogle,2474,Kyogle,Northern,50,Geneva Street,0000083,0380,B91,Trafficorder Tube Axlepair Counter,0,0,OnGround,Way,State,-28.619453,153.003769
0101000020E61000004E2B8540AE25634011397D3D5F833CC0,04367,"Kyogle Road, North of Coalmine Road",Kyogle Road,Kyogle Road,Kyogle Road,North of Coalmine Road,Mount Burrell,2484,Tweed,Northern,230,Coalmine Road,0000141,0040,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.513172,153.177521
0101000020E61000005D8B16A0ED28634058AA0B7899093DC0,04392,"Woodburn-Coraki Road, West of Purseys Road",Woodburn-Coraki Road,Woodburn-Coraki Road,Woodburn-Coraki Road,West of Purseys Road,Bungawalbin,2469,Richmond Valley,Northern,60,Purseys Road,0000145,0020,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-29.037498,153.279007
0101000020E61000008EEA74206B2663406B82A8FB007C3DC0,04400,"Pacific Highway, North of Causleys Lane",Pacific Highway,Pacific Highway,Pacific Highway,North of Causleys Lane,Gulmarrad,2463,Clarence Valley,Northern,460,Causleys Lane,0000010,2835,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-29.484390,153.200577
0101000020E6100000950B957F2D286340EE27637C98E13CC0,04404,"Coraki Road, South of Bruxner Highway",Coraki Road,Coraki Road,Coraki-South Gundurimbah Road,South of Bruxner Highway,South Gundurimba,2480,Lismore,Northern,620,Bruxner Highway,0000148,0020,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.881233,153.255554
0101000020E610000087A8C29F6119634031992A1895943DC0,04413,"Clarence Way, West of Rogan Bridge Road",Clarence Way,Clarence Way,Clarence Way,West of Rogan Bridge Road,Copmanhurst,2460,Clarence Valley,Northern,290,Rogan Bridge Road,0000150,0030,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Regional,-29.580400,152.793167
0101000020E6100000F2B4FCC055236340F032C346594B3EC0,04421,"West High Street, East of Coramba Road",West High Street,West High Street,West High Street,East of Coramba Road,Coffs Harbour,2450,Coffs Harbour,Northern,130,Coramba Road,0000151,0010,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-30.294331,153.104218
0101000020E61000004CFBE6FE6A21634059130B7C453F3EC0,04422,"Coramba Road, South of Convincing Ground Road",Coramba Road,Coramba Road,Coramba Road,South of Convincing Ground Road,Karangi,2450,Coffs Harbour,Northern,340,Convincing Ground Road,0000151,0040,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-30.247154,153.044311
0101000020E610000054556820162B6340685A626534123DC0,04437,"Alfred Street, North of Redwood Lane",Alfred Street,Alfred Street,Alfred Street,North of Redwood Lane,Woodburn,2472,Richmond Valley,Northern,30,Redwood Lane,0000153,0010,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-29.071112,153.346451
0101000020E6100000388600E0D8306340CEE0EF17B3913CC0,04459,"Mullumbimby Road, South of The Saddle Road",Mullumbimby Road,Mullumbimby Road,Mullumbimby Road,South of The Saddle Road,Myocum,2481,Byron,Northern,130,The Saddle Road,0000463,0010,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.569139,153.526474
0101000020E6100000DE21C50089216340CDE67118CCDB3CC0,04547,"Johnston Street, West of Mortimer Lane",Johnston Street,Johnston Street,Bruxner Highway,West of Mortimer Lane,Casino,2470,Richmond Valley,Northern,70,Mortimer Lane,0000016,0240,B60,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.858583,153.047974
0101000020E6100000000341800C1E63405BCEA5B8AA7C3CC0,04596,"Risk Road, North of Summerland Way",Risk Road,Risk Road,Risk Road,North of Summerland Way,The Risk,2474,Kyogle,Northern,630,Summerland Way,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Local,-28.486980,152.939026
0101000020E61000000B5D89407527634013F3ACA4156F3DC0,04630,"Yamba Road, West of Pacific Highway",Yamba Road,Yamba Road,Lawrence-Yamba Road,West of Pacific Highway,Maclean,2463,Clarence Valley,Northern,740,Pacific Highway,0000152,0175,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-29.433924,153.233063
0101000020E61000009D47C5FF9D27634095BA641C23713DC0,04632,"Pacific Highway, South of Yamba Road",Pacific Highway,Pacific Highway,Pacific Highway,South of Yamba Road,Maclean,2463,Clarence Valley,Northern,1000,Yamba Road,0000010,2856,A1,Trafficorder Dual Tube Classifier,0,1,OnGround,Highway,State,-29.441942,153.238037
0101000020E6100000B0CBF09FEE316340168733BF9ADB3CC0,04639,"Kerr Street, South of Bangalow Road",Kerr Street,Kerr Street,Kerr Street,South of Bangalow Road,Ballina,2478,Ballina,Northern,120,Bangalow Road,0000695,3130,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Local,-28.857830,153.560379
0101000020E61000000000000000206340A1DB4B1AA39D3CC0,04647,"Summerland Way, North of Anzac Drive",Summerland Way,Summerland Way,Summerland Way,North of Anzac Drive,New Park,2474,Kyogle,Northern,250,Anzac Drive,0000083,0399,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-28.615770,153.000000
0101000020E6100000C3499A3FA63263401536035C90C93CC0,04660,"Byron Bay Road, North of Byron Street",Byron Bay Road,Byron Bay Road,Byron Bay Road,North of Byron Street,Lennox Head,2478,Ballina,Northern,370,Byron Street,0000545,0071,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.787359,153.582794
0101000020E610000087A2409F482B6340C9C859D8D3C23CC0,04662,"Bangalow Road, East of Unara Road",Bangalow Road,Bangalow Road,Lismore - Bangalow Road,East of Unara Road,Bexhill,2480,Lismore,Northern,20,Unara Road,0000065,0075,B62,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-28.761045,153.352615
0101000020E6100000B70DA320F82F6340954737C2A2463CC0,04663,"Tweed Valley Way, East of Leddays Creek Road",Tweed Valley Way,Tweed Valley Way,Tweed Valley Way,East of Leddays Creek Road,Stotts Creek,2487,Tweed,Northern,80,Leddays Creek Road,0000679,3360,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,Regional,-28.275921,153.499039
0101000020E6100000CE8B135FED1F63401E53776517543DC0,04672,"Summerland Way, South of Back Forest Road",Summerland Way,Summerland Way,Summerland Way,South of Back Forest Road,Whiporie,2469,Richmond Valley,Northern,30,Back Forest Road,0000083,0160,B91,Trafficorder Tube Axlepair Counter,0,1,OnGround,Way,State,-29.328482,152.997726
0101000020E6100000DE21C50009336340643F8BA548BE3CC0,04674,"Byron Bay Road, South of Bundaleer Road",Byron Bay Road,Byron Bay Road,Byron Bay Road,South of Bundaleer Road,Broken Head,2481,Ballina,Northern,250,Bundaleer Road,0000545,0081,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-28.743296,153.594849
0101000020E610000081936DE08E31634083A5BA8097DD3CC0,04680,"River Street, East of Bagot Street",River Street,River Street,River Street,East of Bagot Street,Ballina,2478,Ballina,Northern,30,Bagot Street,0000695,3120,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Local,-28.865593,153.548691
0101000020E6100000ABB35A600F2963407845F0BF95D03CC0,04683,"Ballina Road, East of Conway Street",Ballina Road,Ballina Road,Bruxner Highway,East of Conway Street,East Lismore,2480,Lismore,Northern,80,Conway Street,0000016,0165,B60,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-28.814785,153.283127
0101000020E610000020D5B0DF13246340BB6246787B483EC0,04990,"Pacific Highway, East of Woolgoolga Road",Pacific Highway,Pacific Highway,Pacific Highway,East of Woolgoolga Road,Coffs Harbour,2450,Coffs Harbour,Northern,100,Woolgoolga Road,0000010,2545,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-30.283134,153.127426
