road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed
putty road northbound,"-32.80232,150.90132",09:30,0%,62.0,62.0
putty road northbound,"-32.80276,150.89847",09:30,0%,61.0,61.0
putty road northbound,"-32.80591,150.90159",09:30,0%,62.0,62.0
putty road northbound,"-32.80699,150.89843",09:30,0%,76.0,76.0
putty road northbound,"-32.80769,150.89667",09:30,0%,78.0,78.0
putty road northbound,"-32.81231,150.8887",09:30,0%,87.0,87.0
putty road northbound,"-32.81469,150.8795",09:30,0%,84.0,84.0
putty road northbound,"-32.81393,150.87226",09:30,0%,84.0,84.0
putty road northbound,"-32.81697,150.86711",09:30,0%,84.0,84.0
putty road northbound,"-32.8263,150.86094",09:30,0%,87.0,87.0
putty road northbound,"-32.83323,150.8535",09:30,0%,80.0,80.0
putty road northbound,"-32.83747,150.85092",09:30,0%,82.0,82.0
putty road northbound,"-32.84018,150.84406",09:30,0%,89.0,89.0
putty road northbound,"-32.84525,150.83491",09:30,0%,86.0,86.0
putty road northbound,"-32.8558,150.82767",09:30,0%,91.0,91.0
putty road northbound,"-32.86665,150.82521",09:30,0%,91.0,91.0
putty road northbound,"-32.87553,150.81569",09:30,0%,90.0,90.0
putty road northbound,"-32.87579,150.79759",09:30,0%,94.0,94.0
putty road northbound,"-32.87912,150.79114",09:30,0%,84.0,84.0
putty road northbound,"-32.88059,150.78476",09:30,0%,87.0,87.0
putty road northbound,"-32.88181,150.77702",09:30,0%,87.0,87.0
putty road northbound,"-32.88658,150.77095",09:30,0%,92.0,92.0
putty road northbound,"-32.89916,150.7581",09:30,0%,92.0,92.0
putty road northbound,"-32.90989,150.74838",09:30,0%,85.0,85.0
putty road northbound,"-32.91732,150.73185",09:30,0%,85.0,85.0
putty road northbound,"-32.9184,150.72557",09:30,0%,84.0,84.0
putty road northbound,"-32.92582,150.71548",09:30,0%,85.0,85.0
putty road northbound,"-32.92614,150.7036",09:30,0%,83.0,83.0
putty road northbound,"-32.92871,150.69699",09:30,0%,72.0,72.0
putty road northbound,"-32.93007,150.7",09:30,0%,74.0,74.0
putty road northbound,"-32.9333,150.69846",09:30,0%,74.0,74.0
putty road northbound,"-32.94082,150.70196",09:30,0%,80.0,80.0
putty road northbound,"-32.94509,150.7004",09:30,0%,80.0,80.0
putty road northbound,"-32.95183,150.69495",09:30,0%,77.0,77.0
putty road northbound,"-32.96443,150.6899",09:30,0%,83.0,83.0
putty road northbound,"-32.97247,150.68847",09:30,0%,75.0,75.0
putty road northbound,"-32.97892,150.68724",09:30,0%,75.0,75.0
putty road northbound,"-32.9835,150.68582",09:30,0%,87.0,87.0
putty road northbound,"-32.99316,150.68514",09:30,0%,90.0,90.0
putty road northbound,"-33.00399,150.68478",09:30,0%,96.0,96.0
putty road northbound,"-33.01257,150.67535",09:30,0%,96.0,96.0
putty road northbound,"-33.02386,150.66914",09:30,0%,94.0,94.0
putty road northbound,"-33.03785,150.67376",09:30,0%,93.0,93.0
putty road northbound,"-33.04329,150.68168",09:30,0%,93.0,93.0
putty road northbound,"-33.05142,150.68292",09:30,0%,93.0,93.0
putty road northbound,"-33.05877,150.69649",09:30,0%,99.0,99.0
putty road northbound,"-33.07008,150.69861",09:30,0%,99.0,99.0
putty road northbound,"-33.08094,150.70953",09:30,0%,100.0,100.0
putty road northbound,"-33.09161,150.69732",09:30,0%,106.0,106.0
putty road northbound,"-33.10765,150.69458",09:30,0%,100.0,100.0
putty road northbound,"-33.11883,150.69525",09:30,0%,98.0,98.0
putty road northbound,"-33.12822,150.69108",09:30,0%,100.0,100.0
putty road northbound,"-33.14084,150.68594",09:30,0%,96.0,96.0
putty road northbound,"-33.15414,150.68999",09:30,0%,97.0,97.0
putty road northbound,"-33.15905,150.69508",09:30,0%,95.0,95.0
putty road northbound,"-33.17147,150.69418",09:30,0%,100.0,100.0
putty road northbound,"-33.18816,150.69127",09:30,0%,103.0,103.0
putty road northbound,"-33.2045,150.68271",09:30,0%,97.0,97.0
putty road northbound,"-33.21945,150.67087",09:30,0%,99.0,99.0
putty road northbound,"-33.2305,150.65905",09:30,0%,97.0,97.0
putty road northbound,"-33.2356,150.64885",09:30,0%,91.0,91.0
putty road northbound,"-33.24601,150.64981",09:30,0%,96.0,96.0
putty road northbound,"-33.25606,150.65198",09:30,0%,92.0,92.0
putty road northbound,"-33.26118,150.65757",09:30,0%,97.0,97.0
putty road northbound,"-33.26284,150.66578",09:30,0%,96.0,96.0
putty road northbound,"-33.26631,150.67123",09:30,0%,91.0,91.0
putty road northbound,"-33.2674,150.67954",09:30,0%,90.0,90.0
putty road northbound,"-33.26962,150.68643",09:30,0%,94.0,94.0
putty road northbound,"-33.27684,150.68661",09:30,0%,89.0,89.0
putty road northbound,"-33.2836,150.68959",09:30,0%,94.0,94.0
putty road northbound,"-33.28808,150.69315",09:30,0%,89.0,89.0
putty road northbound,"-33.29457,150.69237",09:30,0%,92.0,92.0
putty road northbound,"-33.30237,150.70156",09:30,0%,91.0,91.0
putty road northbound,"-33.31256,150.70037",09:30,0%,93.0,93.0
putty road northbound,"-33.32161,150.70269",09:30,0%,90.0,90.0
putty road northbound,"-33.32974,150.7013",09:30,0%,93.0,93.0
putty road northbound,"-33.33839,150.70299",09:30,0%,93.0,93.0
putty road northbound,"-33.34859,150.705",09:30,0%,89.0,89.0
putty road northbound,"-33.35462,150.70482",09:30,0%,86.0,86.0
putty road northbound,"-33.36328,150.70684",09:30,0%,86.0,86.0
putty road northbound,"-33.3665,150.71365",09:30,0%,84.0,84.0
putty road northbound,"-33.36794,150.72126",09:30,0%,82.0,82.0
putty road northbound,"-33.368,150.72807",09:30,0%,81.0,81.0
putty road northbound,"-33.37303,150.73079",09:30,0%,82.0,82.0
putty road northbound,"-33.37384,150.73821",09:30,0%,81.0,81.0
putty road northbound,"-33.37425,150.74518",09:30,0%,81.0,81.0
putty road northbound,"-33.37781,150.75061",09:30,0%,82.0,82.0
putty road northbound,"-33.38413,150.75273",09:30,0%,85.0,85.0
putty road northbound,"-33.39117,150.7557",09:30,0%,82.0,82.0
putty road northbound,"-33.40124,150.76343",09:30,0%,78.0,78.0
putty road northbound,"-33.40166,150.77355",09:30,0%,78.0,78.0
putty road northbound,"-33.40308,150.77773",09:30,0%,71.0,71.0
putty road northbound,"-33.40467,150.78311",09:30,0%,71.0,71.0
putty road northbound,"-33.40913,150.78739",09:30,0%,76.0,76.0
putty road northbound,"-33.41262,150.79249",09:30,0%,76.0,76.0
putty road northbound,"-33.41677,150.80291",09:30,0%,76.0,76.0
putty road northbound,"-33.42019,150.81027",09:30,0%,69.0,69.0
putty road northbound,"-33.42267,150.81551",09:30,0%,69.0,69.0
putty road northbound,"-33.42232,150.8208",09:30,0%,76.0,76.0
putty road northbound,"-33.42348,150.82636",09:30,0%,76.0,76.0
putty road northbound,"-33.43033,150.82932",09:30,0%,80.0,80.0
putty road northbound,"-33.43592,150.82862",09:30,0%,64.0,64.0
putty road northbound,"-33.43414,150.82589",09:30,0%,64.0,64.0
putty road northbound,"-33.43771,150.82551",09:30,0%,64.0,64.0
putty road northbound,"-33.44441,150.82488",09:30,0%,80.0,80.0
putty road northbound,"-33.44751,150.81787",09:30,0%,88.0,88.0
putty road northbound,"-33.4571,150.81301",09:30,0%,85.0,85.0
putty road northbound,"-33.46286,150.81168",09:30,0%,85.0,85.0
putty road northbound,"-33.46638,150.81083",09:30,0%,87.0,87.0
putty road northbound,"-33.47324,150.81692",09:30,0%,88.0,88.0
putty road northbound,"-33.479,150.81845",09:30,0%,88.0,88.0
putty road northbound,"-33.48633,150.81732",09:30,0%,88.0,88.0
putty road northbound,"-33.49312,150.81831",09:30,0%,88.0,88.0
putty road northbound,"-33.49851,150.81098",09:30,0%,81.0,81.0
putty road northbound,"-33.50303,150.8105",09:30,0%,81.0,81.0
putty road northbound,"-33.51023,150.82189",09:30,0%,82.0,82.0
putty road northbound,"-33.51793,150.82501",09:30,0%,84.0,84.0
putty road northbound,"-33.52465,150.82542",09:30,0%,78.0,78.0
putty road northbound,"-33.53799,150.83615",09:30,0%,78.0,78.0
putty road northbound,"-33.55047,150.83924",09:30,0%,78.0,78.0
putty road northbound,"-33.56037,150.83774",09:30,0%,62.0,62.0
putty road southbound,"-33.55725,150.83737",09:30,0%,62.0,62.0
putty road southbound,"-33.54381,150.83947",09:30,0%,78.0,78.0
putty road southbound,"-33.53027,150.83085",09:30,0%,78.0,78.0
putty road southbound,"-33.52239,150.82486",09:30,0%,82.0,82.0
putty road southbound,"-33.51527,150.82319",09:30,0%,82.0,82.0
putty road southbound,"-33.5083,150.81948",09:30,0%,84.0,84.0
putty road southbound,"-33.50119,150.80934",09:30,0%,84.0,84.0
putty road southbound,"-33.49675,150.81488",09:30,0%,79.0,79.0
putty road southbound,"-33.4912,150.81896",09:30,0%,88.0,88.0
putty road southbound,"-33.48317,150.81665",09:30,0%,88.0,88.0
putty road southbound,"-33.47662,150.81917",09:30,0%,87.0,87.0
putty road southbound,"-33.47054,150.81447",09:30,0%,87.0,87.0
putty road southbound,"-33.46485,150.81009",09:30,0%,87.0,87.0
putty road southbound,"-33.46114,150.81393",09:30,0%,85.0,85.0
putty road southbound,"-33.45384,150.81199",09:30,0%,88.0,88.0
putty road southbound,"-33.44609,150.82015",09:30,0%,80.0,80.0
putty road southbound,"-33.44144,150.82634",09:30,0%,64.0,64.0
putty road southbound,"-33.43581,150.82484",09:30,0%,64.0,64.0
putty road southbound,"-33.43493,150.82697",09:30,0%,73.0,73.0
putty road southbound,"-33.43394,150.82819",09:30,0%,80.0,80.0
putty road southbound,"-33.42776,150.83015",09:30,0%,80.0,80.0
putty road southbound,"-33.42235,150.82424",09:30,0%,75.0,75.0
putty road southbound,"-33.42255,150.81915",09:30,0%,69.0,69.0
putty road southbound,"-33.42206,150.81283",09:30,0%,69.0,69.0
putty road southbound,"-33.41936,150.8085",09:30,0%,69.0,69.0
putty road southbound,"-33.41531,150.79834",09:30,0%,80.0,80.0
putty road southbound,"-33.4119,150.79062",09:30,0%,76.0,76.0
putty road southbound,"-33.40825,150.78545",09:30,0%,71.0,71.0
putty road southbound,"-33.40425,150.78005",09:30,0%,71.0,71.0
putty road southbound,"-33.40165,150.77746",09:30,0%,71.0,71.0
putty road southbound,"-33.40192,150.77065",09:30,0%,77.0,77.0
putty road southbound,"-33.39666,150.75931",09:30,0%,82.0,82.0
putty road southbound,"-33.38973,150.75408",09:30,0%,82.0,82.0
putty road southbound,"-33.38188,150.75204",09:30,0%,85.0,85.0
putty road southbound,"-33.3759,150.74927",09:30,0%,82.0,82.0
putty road southbound,"-33.37378,150.74306",09:30,0%,82.0,82.0
putty road southbound,"-33.37355,150.73471",09:30,0%,81.0,81.0
putty road southbound,"-33.37042,150.73",09:30,0%,81.0,81.0
putty road southbound,"-33.36847,150.72424",09:30,0%,82.0,82.0
putty road southbound,"-33.36733,150.71931",09:30,0%,82.0,82.0
putty road southbound,"-33.36571,150.70944",09:30,0%,84.0,84.0
putty road southbound,"-33.36067,150.70758",09:30,0%,84.0,84.0
putty road southbound,"-33.35223,150.70382",09:30,0%,86.0,86.0
putty road southbound,"-33.34501,150.70529",09:30,0%,90.0,90.0
putty road southbound,"-33.33563,150.70323",09:30,0%,90.0,90.0
putty road southbound,"-33.32684,150.703",09:30,0%,90.0,90.0
putty road southbound,"-33.31888,150.70186",09:30,0%,90.0,90.0
putty road southbound,"-33.30924,150.70164",09:30,0%,91.0,91.0
putty road southbound,"-33.29963,150.70022",09:30,0%,90.0,90.0
putty road southbound,"-33.29144,150.69182",09:30,0%,92.0,92.0
putty road southbound,"-33.28626,150.691",09:30,0%,89.0,89.0
putty road southbound,"-33.28063,150.68962",09:30,0%,89.0,89.0
putty road southbound,"-33.27518,150.68629",09:30,0%,89.0,89.0
putty road southbound,"-33.26821,150.68493",09:30,0%,90.0,90.0
putty road southbound,"-33.26731,150.67633",09:30,0%,91.0,91.0
putty road southbound,"-33.2649,150.66845",09:30,0%,96.0,96.0
putty road southbound,"-33.26182,150.66164",09:30,0%,96.0,96.0
putty road southbound,"-33.25926,150.65498",09:30,0%,92.0,92.0
putty road southbound,"-33.25425,150.65028",09:30,0%,92.0,92.0
putty road southbound,"-33.24289,150.64838",09:30,0%,96.0,96.0
putty road southbound,"-33.23278,150.65363",09:30,0%,91.0,91.0
putty road southbound,"-33.22809,150.66055",09:30,0%,98.0,98.0
putty road southbound,"-33.21565,150.67691",09:30,0%,99.0,99.0
putty road southbound,"-33.20068,150.68317",09:30,0%,97.0,97.0
putty road southbound,"-33.18264,150.69317",09:30,0%,102.0,102.0
putty road southbound,"-33.16436,150.6922",09:30,0%,100.0,100.0
putty road southbound,"-33.15716,150.69509",09:30,0%,93.0,93.0
putty road southbound,"-33.14507,150.68571",09:30,0%,96.0,96.0
putty road southbound,"-33.13557,150.69196",09:30,0%,98.0,98.0
putty road southbound,"-33.12153,150.68911",09:30,0%,96.0,96.0
putty road southbound,"-33.11762,150.69743",09:30,0%,98.0,98.0
putty road southbound,"-33.10513,150.69409",09:30,0%,100.0,100.0
putty road southbound,"-33.08462,150.70765",09:30,0%,100.0,100.0
putty road southbound,"-33.07876,150.70843",09:30,0%,100.0,100.0
putty road southbound,"-33.06658,150.69829",09:30,0%,99.0,99.0
putty road southbound,"-33.05414,150.68816",09:30,0%,99.0,99.0
putty road southbound,"-33.04811,150.68206",09:30,0%,93.0,93.0
putty road southbound,"-33.03889,150.67895",09:30,0%,93.0,93.0
putty road southbound,"-33.03592,150.67277",09:30,0%,93.0,93.0
putty road southbound,"-33.02125,150.66957",09:30,0%,94.0,94.0
putty road southbound,"-33.00959,150.67702",09:30,0%,96.0,96.0
putty road southbound,"-33.00183,150.68554",09:30,0%,96.0,96.0
putty road southbound,"-32.98628,150.68667",09:30,0%,90.0,90.0
putty road southbound,"-32.98166,150.68543",09:30,0%,71.0,71.0
putty road southbound,"-32.97579,150.68532",09:30,0%,71.0,71.0
putty road southbound,"-32.97,150.68881",09:30,0%,83.0,83.0
putty road southbound,"-32.96049,150.69075",09:30,0%,79.0,79.0
putty road southbound,"-32.94908,150.69696",09:30,0%,77.0,77.0
putty road southbound,"-32.94375,150.7011",09:30,0%,77.0,77.0
putty road southbound,"-32.93777,150.7007",09:30,0%,74.0,74.0
putty road southbound,"-32.93149,150.69968",09:30,0%,74.0,74.0
putty road southbound,"-32.9301,150.69772",09:30,0%,72.0,72.0
putty road southbound,"-32.92829,150.69836",09:30,0%,83.0,83.0
putty road southbound,"-32.92592,150.71045",09:30,0%,83.0,83.0
putty road southbound,"-32.92367,150.71888",09:30,0%,85.0,85.0
putty road southbound,"-32.91717,150.72825",09:30,0%,84.0,84.0
putty road southbound,"-32.91377,150.73862",09:30,0%,85.0,85.0
putty road southbound,"-32.90753,150.74848",09:30,0%,86.0,86.0
putty road southbound,"-32.89307,150.76539",09:30,0%,94.0,94.0
putty road southbound,"-32.88273,150.77427",09:30,0%,94.0,94.0
putty road southbound,"-32.8825,150.77951",09:30,0%,84.0,84.0
putty road southbound,"-32.88104,150.78689",09:30,0%,84.0,84.0
putty road southbound,"-32.87792,150.79216",09:30,0%,87.0,87.0
putty road southbound,"-32.87491,150.80679",09:30,0%,94.0,94.0
putty road southbound,"-32.8746,150.81689",09:30,0%,91.0,91.0
putty road southbound,"-32.86352,150.82782",09:30,0%,91.0,91.0
putty road southbound,"-32.85021,150.83006",09:30,0%,90.0,90.0
putty road southbound,"-32.84181,150.83852",09:30,0%,86.0,86.0
putty road southbound,"-32.83828,150.84682",09:30,0%,82.0,82.0
putty road southbound,"-32.83599,150.85158",09:30,0%,82.0,82.0
putty road southbound,"-32.8316,150.8551",09:30,0%,82.0,82.0
putty road southbound,"-32.82474,150.86285",09:30,0%,87.0,87.0
putty road southbound,"-32.81621,150.86916",09:30,0%,84.0,84.0
putty road southbound,"-32.81432,150.87604",09:30,0%,84.0,84.0
putty road southbound,"-32.81365,150.88345",09:30,0%,87.0,87.0
putty road southbound,"-32.81106,150.89035",09:30,0%,78.0,78.0
putty road southbound,"-32.80836,150.89848",09:30,0%,76.0,76.0
putty road southbound,"-32.80609,150.89775",09:30,0%,62.0,62.0
putty road southbound,"-32.8042,150.9019",09:30,0%,61.0,61.0
putty road southbound,"-32.80222,150.89917",09:30,0%,62.0,62.0
putty road southbound,"-32.80159,150.90279",09:30,0%,61.0,61.0
putty road southbound,"-32.79712,150.89981",09:30,0%,66.0,66.0
putty road southbound,"-32.79524,150.90084",09:30,0%,66.0,66.0
putty road southbound,"-32.79217,150.901",09:30,0%,66.0,66.0
putty road southbound,"-32.78714,150.89877",09:30,0%,66.0,66.0
putty road southbound,"-32.78186,150.89963",09:30,0%,65.0,65.0
putty road southbound,"-32.77776,150.90717",09:30,0%,67.0,67.0
putty road southbound,"-32.77752,150.91078",09:30,0%,67.0,67.0
putty road southbound,"-32.77772,150.91358",09:30,0%,58.0,58.0
putty road southbound,"-32.77698,150.91772",09:30,0%,58.0,58.0
putty road southbound,"-32.77395,150.92033",09:30,0%,58.0,58.0
putty road southbound,"-32.77093,150.92047",09:30,0%,58.0,58.0
putty road southbound,"-32.76764,150.92326",09:30,0%,60.0,60.0
putty road southbound,"-32.76316,150.92353",09:30,0%,62.0,62.0
putty road southbound,"-32.75914,150.924",09:30,0%,58.0,58.0
putty road southbound,"-32.75548,150.92422",09:30,0%,58.0,58.0
putty road southbound,"-32.75292,150.92396",09:30,0%,62.0,62.0
putty road southbound,"-32.75053,150.92207",09:30,0%,60.0,60.0
putty road southbound,"-32.74749,150.92349",09:30,0%,60.0,60.0
putty road southbound,"-32.74476,150.92805",09:30,0%,60.0,60.0
putty road southbound,"-32.74388,150.93205",09:30,0%,64.0,64.0
putty road southbound,"-32.74011,150.93547",09:30,0%,63.0,63.0
putty road southbound,"-32.73572,150.93956",09:30,0%,64.0,64.0
putty road southbound,"-32.73021,150.94177",09:30,0%,67.0,67.0
putty road southbound,"-32.72438,150.944",09:30,0%,73.0,73.0
putty road southbound,"-32.71891,150.94714",09:30,0%,74.0,74.0
putty road southbound,"-32.71338,150.9451",09:30,0%,79.0,79.0
putty road southbound,"-32.70676,150.95189",09:30,0%,94.0,94.0
putty road southbound,"-32.70362,150.95896",09:30,0%,91.0,91.0
putty road southbound,"-32.69815,150.97569",09:30,0%,96.0,96.0
putty road southbound,"-32.6946,150.99256",09:30,0%,90.0,90.0
putty road southbound,"-32.69531,151.00629",09:30,22%,62.0,80.0
putty road southbound,"-32.68349,151.01271",09:30,0%,94.0,94.0
putty road southbound,"-32.67306,151.02525",09:30,0%,95.0,95.0
putty road southbound,"-32.65701,151.02586",09:30,0%,70.0,70.0
putty road southbound,"-32.65179,151.0201",09:30,0%,69.0,69.0
putty road southbound,"-32.64632,151.03294",09:30,0%,94.0,94.0
putty road southbound,"-32.63832,151.05225",09:30,0%,96.0,96.0
putty road southbound,"-32.63137,151.06933",09:30,0%,98.0,98.0
putty road southbound,"-32.62771,151.09672",09:30,0%,96.0,96.0
putty road southbound,"-32.6186,151.0982",09:30,0%,85.0,85.0
putty road southbound,"-32.61725,151.10548",09:30,0%,94.0,94.0
putty road southbound,"-32.61927,151.11748",09:30,0%,94.0,94.0
putty road southbound,"-32.62486,151.12702",09:30,0%,87.0,87.0
putty road southbound,"-32.62358,151.13817",09:30,0%,97.0,97.0
putty road southbound,"-32.61776,151.14697",09:30,0%,96.0,96.0
putty road southbound,"-32.59775,151.1468",09:30,0%,96.0,96.0
putty road southbound,"-32.58545,151.15407",09:30,0%,95.0,95.0
putty road southbound,"-32.57037,151.1636",09:30,21%,30.0,38.0
Newcastle Street Eastbound,"-32.74798,151.58274",09:30,34%,36.0,55.0
Newcastle Street Westbound,"-32.75186,151.58593",09:30,41%,30.0,51.0
Appin Road 7750 Northbound,"-34.20157,150.78721",09:30,21%,41.0,52.0
Appin Road 7750 Northbound,"-34.19388,150.78971",09:30,0%,52.0,52.0
Appin Road 7750 Northbound,"-34.19201,150.79025",09:30,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.18781,150.79052",09:30,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.17589,150.79066",09:30,0%,73.0,73.0
Appin Road 7750 Northbound,"-34.16107,150.78963",09:30,0%,82.0,82.0
Appin Road 7750 Northbound,"-34.14677,150.79044",09:30,0%,81.0,81.0
Appin Road 7750 Northbound,"-34.1268,150.79207",09:30,0%,80.0,80.0
Appin Road 7750 Northbound,"-34.11455,150.79767",09:30,0%,72.0,72.0
Appin Road 7750 Northbound,"-34.11132,150.79839",09:30,0%,62.0,62.0
Appin Road 7750 Northbound,"-34.10168,150.80255",09:30,0%,71.0,71.0
Appin Road 7750 Northbound,"-34.08596,150.80632",09:30,0%,68.0,68.0
Appin Road 7750 Northbound,"-34.07583,150.80822",09:30,0%,64.0,64.0
Appin Road 7750 Southbound,"-34.08122,150.80805",09:30,0%,56.0,56.0
Appin Road 7750 Southbound,"-34.09959,150.80352",09:30,0%,51.0,51.0
Appin Road 7750 Southbound,"-34.11051,150.79862",09:30,0%,70.0,70.0
Appin Road 7750 Southbound,"-34.1143,150.79787",09:30,0%,55.0,55.0
Appin Road 7750 Southbound,"-34.12354,150.7941",09:30,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.14373,150.79049",09:30,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.15693,150.79106",09:30,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.17166,150.78965",09:30,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.18569,150.79077",09:30,0%,73.0,73.0
Appin Road 7750 Southbound,"-34.18946,150.7907",09:30,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.19387,150.7899",09:30,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.20127,150.78733",09:30,21%,41.0,52.0
Appin Road 7759 Northbound,"-34.29932,150.90566",09:30,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.28467,150.89897",09:30,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.27442,150.89525",09:30,0%,91.0,91.0
Appin Road 7759 Northbound,"-34.26562,150.8916",09:30,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25925,150.87551",09:30,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25,150.85451",09:30,0%,92.0,92.0
Appin Road 7759 Northbound,"-34.24135,150.83928",09:30,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.23286,150.82208",09:30,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.22155,150.80996",09:30,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.21345,150.79945",09:30,0%,69.0,69.0
Appin Road 7759 Northbound,"-34.20814,150.79484",09:30,0%,64.0,64.0
Appin Road 7759 Southbound,"-34.20978,150.7966",09:30,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.21547,150.80182",09:30,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.22487,150.81304",09:30,0%,88.0,88.0
Appin Road 7759 Southbound,"-34.23602,150.82717",09:30,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.24463,150.84443",09:30,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.2507,150.86037",09:30,0%,92.0,92.0
Appin Road 7759 Southbound,"-34.26196,150.87969",09:30,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.26703,150.89378",09:30,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.27712,150.8947",09:30,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.28752,150.90043",09:30,0%,89.0,89.0
Appin Road 7759 Southbound,"-34.3012,150.90544",09:30,0%,81.0,81.0
Pennant Hills Northbound,"-33.7943,151.01732",09:30,33%,35.0,53.0
Pennant Hills Northbound,"-33.78953,151.02319",09:30,49%,28.0,55.0
Pennant Hills Northbound,"-33.78653,151.03099",09:30,50%,28.0,56.0
Pennant Hills Northbound,"-33.78626,151.03776",09:30,30%,38.0,55.0
Pennant Hills Northbound,"-33.78444,151.04394",09:30,34%,25.0,38.0
Pennant Hills Northbound,"-33.78308,151.04697",09:30,0%,49.0,49.0
Pennant Hills Northbound,"-33.78031,151.05174",09:30,44%,25.0,45.0
Pennant Hills Northbound,"-33.7764,151.05145",09:30,0%,57.0,57.0
Pennant Hills Northbound,"-33.76919,151.04949",09:30,0%,56.0,56.0
Pennant Hills Northbound,"-33.7655,151.04729",09:30,40%,31.0,52.0
Pennant Hills Northbound,"-33.76099,151.04848",09:30,0%,54.0,54.0
Pennant Hills Northbound,"-33.75493,151.04778",09:30,21%,41.0,52.0
Pennant Hills Northbound,"-33.74806,151.04986",09:30,0%,55.0,55.0
Pennant Hills Northbound,"-33.74164,151.05661",09:30,32%,38.0,56.0
Pennant Hills Southbound,"-33.74652,151.05166",09:30,0%,66.0,66.0
Pennant Hills Southbound,"-33.75151,151.04894",09:30,47%,32.0,61.0
Pennant Hills Southbound,"-33.75845,151.04913",09:30,40%,15.0,25.0
Pennant Hills Southbound,"-33.76317,151.04773",09:30,0%,54.0,54.0
Pennant Hills Southbound,"-33.7682,151.0483",09:30,0%,56.0,56.0
Pennant Hills Southbound,"-33.77314,151.05122",09:30,0%,57.0,57.0
Pennant Hills Southbound,"-33.77971,151.05233",09:30,38%,16.0,26.0
Pennant Hills Southbound,"-33.78284,151.04813",09:30,0%,49.0,49.0
Pennant Hills Southbound,"-33.78381,151.04444",09:30,43%,22.0,39.0
Pennant Hills Southbound,"-33.78588,151.03889",09:30,0%,55.0,55.0
Pennant Hills Southbound,"-33.78597,151.03251",09:30,33%,38.0,57.0
Pennant Hills Southbound,"-33.78858,151.02616",09:30,25%,43.0,58.0
Pennant Hills Southbound,"-33.79405,151.01802",09:30,24%,41.0,54.0
Pennant Hills Eastbound,"-33.74023,151.06201",09:30,0%,57.0,57.0
Pennant Hills Eastbound,"-33.73898,151.07148",09:30,0%,56.0,56.0
Pennant Hills Eastbound,"-33.73663,151.07463",09:30,0%,56.0,56.0
Pennant Hills Eastbound,"-33.73273,151.07796",09:30,0%,58.0,58.0
Pennant Hills Eastbound,"-33.72872,151.08386",09:30,42%,30.0,52.0
Pennant Hills Eastbound,"-33.72533,151.08485",09:30,0%,60.0,60.0
Pennant Hills Eastbound,"-33.72357,151.09061",09:30,0%,60.0,60.0
Pennant Hills Eastbound,"-33.72445,151.09688",09:30,20%,49.0,62.0
Pennant Hills Eastbound,"-33.72197,151.10332",09:30,25%,42.0,56.0
Pennant Hills Eastbound,"-33.7186,151.10796",09:30,33%,22.0,33.0
Pennant Hills Westbound,"-33.72122,151.10482",09:30,25%,44.0,59.0
Pennant Hills Westbound,"-33.72457,151.09768",09:30,0%,60.0,60.0
Pennant Hills Westbound,"-33.72344,151.09131",09:30,0%,60.0,60.0
Pennant Hills Westbound,"-33.72475,151.08632",09:30,0%,61.0,61.0
Pennant Hills Westbound,"-33.72833,151.08409",09:30,33%,34.0,51.0
Pennant Hills Westbound,"-33.73195,151.07957",09:30,0%,61.0,61.0
Pennant Hills Westbound,"-33.73554,151.07617",09:30,0%,61.0,61.0
Pennant Hills Westbound,"-33.73902,151.07196",09:30,0%,52.0,52.0
Pennant Hills Westbound,"-33.73981,151.06535",09:30,0%,55.0,55.0
Elizabeth Drive2 Westbound,"-33.91864,150.9162",09:30,0%,54.0,54.0
Elizabeth Drive2 Westbound,"-33.91629,150.91089",09:30,0%,56.0,56.0
Elizabeth Drive2 Westbound,"-33.91252,150.90486",09:30,0%,58.0,58.0
Elizabeth Drive2 Westbound,"-33.90749,150.89859",09:30,43%,23.0,41.0
Elizabeth Drive2 Westbound,"-33.89904,150.89502",09:30,0%,52.0,52.0
Elizabeth Drive2 Westbound,"-33.89392,150.88995",09:30,33%,34.0,51.0
Elizabeth Drive2 Westbound,"-33.88877,150.88192",09:30,0%,44.0,44.0
